,feature,RandomForest,RandomForest_순위,GradientBoosting,GradientBoosting_순위,AdaBoost,AdaBoost_순위,XGBoost,XGBoost_순위,DecisionTree,DecisionTree_순위,순위평균
23,*매출원가율(%),0.0197669209870522,33.0,0.0214789692549948,23.0,0.04,9.0,0.024344789,13.0,0.0054980748561421,36.0,22.8
24,투자활동으로인한현금흐름(천원),0.0212502376973379,25.0,0.0250074482604634,14.0,0.02,16.0,0.018015852,40.0,0.0132920491027611,25.0,24.0
25,부채및자본총계(천원)_증가율(%),0.0243660110083868,11.0,0.0216470582528427,21.0,0.04,9.0,0.0,43.0,0.0,38.0,24.4
26,ROE(당기순이익)(%),0.0222910863756882,21.0,0.0329167052781327,9.0,0.0,33.0,0.021788597,26.0,0.0,38.0,25.4
27,총부채(천원)_회전율,0.018967816291417,40.0,0.0212760163014592,24.0,0.01,23.0,0.020617245,33.0,0.0355815717750351,11.0,26.2
28,총자본(천원)_회전율,0.0205197119910852,27.0,0.0202862151581654,25.0,0.0,33.0,0.021975175,24.0,0.0166648945224236,24.0,26.6
29,유동자산(천원),0.0208999863007895,26.0,0.0152607195846545,31.0,0.0,33.0,0.024448683,12.0,0.005305159948909,37.0,27.8
30,차입금의존도(%),0.0200679081752775,31.0,0.0061406035139082,44.0,0.0,33.0,0.021041663,32.0,0.0476187619084593,5.0,29.0
31,총자본(천원),0.020342580494726,30.0,0.0120424936041786,36.0,0.01,23.0,0.023195965,18.0,0.0,38.0,29.0
32,총부채(천원),0.0193765201052554,36.0,0.0062561892807953,43.0,0.0,33.0,0.02834764,5.0,0.0108216358398095,28.0,29.0
33,매출원가(천원),0.0204199715825492,29.0,0.0123342957628721,33.0,0.02,16.0,0.020282846,34.0,0.0,38.0,30.0
34,유동부채(천원),0.0183804591976445,43.0,0.0074614932537529,41.0,0.0,33.0,0.021986917,23.0,0.0252429627954845,18.0,31.6
35,재고자산(천원),0.0222680277403815,22.0,0.0177545126971425,28.0,0.0,33.0,0.017697593,42.0,0.0083926300777719,34.0,31.8
36,영업이익(천원),0.0191552101169057,39.0,0.0114304530366428,37.0,0.02,16.0,0.018799884,38.0,0.0087324678326968,32.0,32.4
37,총자산(천원),0.0192003064561358,38.0,0.0054303033575689,45.0,0.0,33.0,0.018946813,37.0,0.0280201092435884,15.0,33.6
38,EBIT(천원),0.0196923504090688,34.0,0.0097917580000365,40.0,0.02,16.0,0.0,43.0,0.0,38.0,34.2
39,자기자본비율(%),0.0180033081073607,44.0,0.0146473360347339,32.0,0.0,33.0,0.021888163,25.0,0.0,38.0,34.4
40,부채비율(%),0.0198553535643846,32.0,0.0121095917128275,35.0,0.0,33.0,0.017743545,41.0,0.0091251075397227,31.0,34.4
41,연구개발비(천원),0.0157908068085,45.0,0.0110156147782292,38.0,0.0,33.0,0.021239929,29.0,0.0098414161961321,30.0,35.0
42,부채및자본총계(천원),0.019322799390772,37.0,0.0068699104612535,42.0,0.02,16.0,0.0,43.0,0.0,38.0,35.2
43,차입금비율(%),0.0188520338949824,41.0,0.0121152428877485,34.0,0.0,33.0,0.01823684,39.0,0.0084400271914462,33.0,36.0
44,단기차입금(천원),0.0186467172954448,42.0,0.0108383262722804,39.0,0.0,33.0,0.019196209,36.0,0.0,38.0,37.6
