,feature,RandomForest,RandomForest_순위,GradientBoosting,GradientBoosting_순위,AdaBoost,AdaBoost_순위,XGBoost,XGBoost_순위,DecisionTree,DecisionTree_순위,순위평균
33,자기자본비율(%),0.0193989617030583,40.0,0.0163607897325394,29.0,0.01,21.0,0.024174063,11.0,0.0080778721854505,40.0,28.2
34,당기순이익(천원),0.0225656847237677,18.0,0.0187465831773744,26.0,0.0,26.0,0.021733418,29.0,0.0048628695578491,42.0,28.2
35,ROE(당기순이익)(%),0.0211145259337372,31.0,0.016695327781923,28.0,0.01,21.0,0.019421166,39.0,0.0208342349524893,22.0,28.2
36,연구개발비(천원),0.0174034220662057,45.0,0.0094501445845281,41.0,0.0,26.0,0.021989468,26.0,0.0394403411012892,5.0,28.6
37,부채및자본총계(천원),0.0219727239598019,24.0,0.0201364857543872,24.0,0.04,11.0,0.0,43.0,0.0,44.0,29.2
38,차입금의존도(%),0.0211549617457128,30.0,0.0155777991009376,31.0,0.0,26.0,0.019543838,38.0,0.0109746062203341,34.0,31.8
39,영업이익(천원),0.0191964894630069,42.0,0.0072186803719434,44.0,0.0,26.0,0.021602474,32.0,0.0243272667886781,20.0,32.8
40,매출총이익률(%),0.0200847463839613,37.0,0.0105421568869573,40.0,0.01,21.0,0.022753742,24.0,0.003651535764743,43.0,33.0
41,부채및자본총계(천원)_증가율(%),0.0194048372076909,39.0,0.0140682036038029,35.0,0.01,21.0,0.0,43.0,0.0130775599379936,30.0,33.6
42,유동부채(천원),0.0219348381138907,25.0,0.0074487217243711,42.0,0.0,26.0,0.01845104,41.0,0.009882644018183,35.0,33.8
43,EBIT(천원),0.0203462464942206,35.0,0.0059545368953172,45.0,0.0,26.0,0.0,43.0,0.0132709726688025,29.0,35.6
44,*매출원가율(%),0.0209044628484877,33.0,0.0073570272140006,43.0,0.0,26.0,0.018575808,40.0,0.0083314632346586,38.0,36.0
