,feature,RandomForest,RandomForest_순위,GradientBoosting,GradientBoosting_순위,AdaBoost,AdaBoost_순위,XGBoost,XGBoost_순위,DecisionTree,DecisionTree_순위,순위평균
24,매출채권(천원),0.0205885021549178,27.0,0.018655148160916,25.0,0.02,13.0,0.020849112,36.0,0.0223778855346517,21.0,24.4
25,유동부채(천원),0.0192250968112845,36.0,0.015091015051431,31.0,0.0,27.0,0.02728466,7.0,0.0179134025755097,23.0,24.8
26,영업이익률(%),0.0206180158130306,26.0,0.0176659360024913,27.0,0.0,27.0,0.022977306,20.0,0.015449828424143,25.0,25.0
27,유형자산(천원),0.0198535504360882,33.0,0.0206518040258822,19.0,0.0,27.0,0.027736092,6.0,0.0,40.0,25.0
28,총자산(천원)_회전율,0.0214121730179607,20.0,0.0193754629755956,22.0,0.0,27.0,0.023584064,18.0,0.0,40.0,25.4
29,광고선전비(천원),0.0199052037932729,32.0,0.0164811318758139,28.0,0.0,27.0,0.022268683,28.0,0.0293788767875256,14.0,25.8
30,ROE(당기순이익)(%),0.0243794454714534,12.0,0.0190460219577928,24.0,0.0,27.0,0.021529952,31.0,0.0071608657279691,35.0,25.8
31,부채비율(%),0.0204374052852175,28.0,0.017825856404234,26.0,0.0,27.0,0.01923491,42.0,0.0326786676531841,10.0,26.6
32,장기차입금(천원),0.0163860323121155,44.0,0.0191868093557307,23.0,0.01,19.0,0.022217153,29.0,0.024391362986723,20.0,27.0
33,당기순이익(천원),0.0206477110691313,25.0,0.0163593875051399,29.0,0.0,27.0,0.021241426,35.0,0.0250584278275712,19.0,27.0
34,매출액(천원),0.0185721208400286,40.0,0.0114525968442555,40.0,0.0,27.0,0.027034882,9.0,0.0134024977083615,28.0,28.8
35,EBIT(천원),0.0212837632852539,21.0,0.0105283523625317,42.0,0.01,19.0,0.0,43.0,0.0186423368885797,22.0,29.4
36,자기자본비율(%),0.0180538318395745,41.0,0.0133363602860465,34.0,0.02,13.0,0.01940159,41.0,0.025564621336392,18.0,29.4
37,유동자산(천원),0.0186576285928034,39.0,0.0108516781265912,41.0,0.0,27.0,0.021298736,34.0,0.0329180237962581,9.0,30.0
38,총자산(천원),0.0200639936474819,29.0,0.0072290078983182,45.0,0.02,13.0,0.022623677,24.0,0.0,40.0,30.2
39,재고자산(천원),0.0210817001039133,22.0,0.0144746461107273,32.0,0.0,27.0,0.021312894,33.0,0.0039720644851522,38.0,30.4
40,연구개발비(천원),0.0172860461946473,42.0,0.0124057330106892,37.0,0.0,27.0,0.02581456,12.0,0.0,40.0,31.6
41,차입금비율(%),0.0197498354287409,34.0,0.0124485141227863,36.0,0.0,27.0,0.021874119,30.0,0.0081230535130397,34.0,32.2
42,부채및자본총계(천원),0.0169531438513707,43.0,0.0134668411104394,33.0,0.01,19.0,0.0,43.0,0.0146348371438339,26.0,32.8
43,매입채무(천원),0.0191823602668578,37.0,0.0121330036024175,38.0,0.0,27.0,0.019724665,40.0,0.0157328676381044,24.0,33.2
44,총부채(천원),0.0153731298159995,45.0,0.0074466415950944,44.0,0.0,27.0,0.019811533,39.0,0.0083640134047313,33.0,37.6
