,feature,RandomForest,RandomForest_순위,GradientBoosting,GradientBoosting_순위,AdaBoost,AdaBoost_순위,XGBoost,XGBoost_순위,DecisionTree,DecisionTree_순위,순위평균
20,차입금비율(%),0.01951871515896,37.0,0.0097196323155632,39.0,0.03,10.0,0.023762405,11.0,0.0203835753745883,20.0,23.4
21,매입채무(천원),0.0222870386764967,19.0,0.012361695806976,35.0,0.0,28.0,0.02443992,8.0,0.0129509558091925,27.0,23.4
22,총자본(천원),0.0210132658770852,28.0,0.0260366592262998,17.0,0.03,10.0,0.02164545,23.0,0.0,42.0,24.0
23,유동자산(천원)_증가율(%),0.0251687868443379,7.0,0.0169178882636631,29.0,0.0,28.0,0.019556958,34.0,0.016687650477883,22.0,24.0
24,영업이익률(%),0.0207556587716831,32.0,0.0287571082468732,11.0,0.04,8.0,0.018940663,36.0,0.00850107425306,34.0,24.2
25,영업활동으로인한현금흐름(천원),0.022196973429901,20.0,0.0207171595952204,21.0,0.0,28.0,0.023104161,14.0,0.0043805082504442,39.0,24.4
26,단기차입금(천원),0.0190448371462876,40.0,0.0208995346519296,20.0,0.04,8.0,0.02003188,32.0,0.0165294141691016,23.0,24.6
27,총부채(천원)_회전율,0.0220683462276802,23.0,0.0159709706015349,32.0,0.0,28.0,0.020935563,27.0,0.0291625604637445,13.0,24.6
28,총자본(천원)_회전율,0.0218434177289375,26.0,0.0177505071404966,28.0,0.02,16.0,0.021494877,25.0,0.0122845285166847,28.0,24.6
29,매출채권(천원),0.0223111215635553,18.0,0.0123126099160601,36.0,0.0,28.0,0.023880174,10.0,0.0092945156298027,33.0,25.0
30,연구개발비(천원),0.0179680571997517,43.0,0.0191509926260466,23.0,0.0,28.0,0.02127823,26.0,0.0277070954474826,14.0,26.8
31,ROE(당기순이익)(%),0.0195562936864143,36.0,0.0212444852570928,19.0,0.0,28.0,0.018789204,37.0,0.0227986226979909,17.0,27.4
32,자기자본비율(%),0.0191346722937986,39.0,0.010625018434485,38.0,0.01,22.0,0.021744618,20.0,0.0208446250754708,19.0,27.6
33,재고자산(천원),0.0235739629566413,14.0,0.0184908015073765,26.0,0.0,28.0,0.019915009,33.0,0.0031366602287132,41.0,28.4
34,총자산(천원)_회전율,0.0208669949210474,29.0,0.0165977598117969,30.0,0.0,28.0,0.016873103,42.0,0.0271697581724211,15.0,28.8
35,유동부채(천원),0.0207349991387949,33.0,0.0129216778475801,34.0,0.01,22.0,0.02259252,15.0,0.0,42.0,29.2
36,장기차입금(천원),0.0182036190754408,42.0,0.0156639110893986,33.0,0.01,22.0,0.021750232,19.0,0.0110015010121645,31.0,29.4
37,유동자산(천원),0.0221367655208554,22.0,0.0197052839862136,22.0,0.0,28.0,0.018373774,39.0,0.0,42.0,30.6
38,부채비율(%),0.0187713722715662,41.0,0.0162517723454286,31.0,0.0,28.0,0.020630749,30.0,0.0136272359918533,26.0,31.2
39,총자산(천원),0.0215667970207754,27.0,0.0028399982492279,45.0,0.01,22.0,0.02032346,31.0,0.0077180383460209,36.0,32.2
40,영업이익(천원),0.0194272578027173,38.0,0.0088221868997468,40.0,0.0,28.0,0.018769419,38.0,0.0084915600269957,35.0,35.8
41,부채및자본총계(천원),0.0208149526832098,30.0,0.0077469314296892,41.0,0.0,28.0,0.0,43.0,0.0044607373392802,38.0,36.0
42,총자산(천원)_증가율(%),0.0178291464754727,45.0,0.00554610654425,43.0,0.0,28.0,0.017781029,40.0,0.0139282282738616,25.0,36.2
43,부채및자본총계(천원)_증가율(%),0.020492504706677,34.0,0.0072745841106526,42.0,0.0,28.0,0.0,43.0,0.0042285449174726,40.0,37.4
44,EBIT(천원),0.0179255100879882,44.0,0.004901774845172,44.0,0.0,28.0,0.0,43.0,0.0116974011522853,30.0,37.8
