종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조,종목코드,시장구분,업종명,시가총액
NICE,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,1.0,5.0,6.0,1.0,4.0,2.0,0.0,0.0,-2.0,-1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,34310,KOSPI,서비스업,461292767100.0
NICE평가정보,,,,,,,,,,,,,6.0,5.0,7.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,30190,KOSPI,서비스업,634135918500.0
NI스틸,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,8260,KOSPI,철강금속,126698518310.0
OCI홀딩스,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10060,KOSPI,화학,1825342992200.0
PI첨단소재,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,,,,,6.0,6.0,5.0,6.0,5.0,3.0,5.0,6.0,1.0,3.0,0.0,0.0,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,178920,KOSPI,화학,554142496140.0
POSCO홀딩스,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5490,KOSPI,철강금속,33405635850000.0
SBS,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,6.0,6.0,5.0,3.0,5.0,6.0,0.0,-2.0,1.0,0.0,-2.0,0.0,-5.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,34120,KOSPI,서비스업,422968226400.0
SGC에너지,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,5090,KOSPI,전기가스업,330694192350.0
SG글로벌,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1380,KOSPI,운수장비,91502031005.0
SG세계물산,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4060,KOSPI,유통업,82791808640.0
SHD,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,-2.0,0.0,-2.0,-2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1770,KOSPI,철강금속,21928547900.0
SH에너지화학,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,6.0,5.0,5.0,1.0,6.0,3.0,3.0,3.0,6.0,2.0,2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2360,KOSPI,화학,71236720930.0
SIMPAC,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-4.0,-4.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9160,KOSPI,철강금속,287235575240.0
SK,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34730,KOSPI,기타금융,11865449130900.0
SKC,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,5.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11790,KOSPI,화학,4161725950200.0
SK가스,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18670,KOSPI,유통업,1426072698000.0
SK네트웍스,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1740,KOSPI,유통업,1199326228840.0
SK디스커버리,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6120,KOSPI,기타금융,830334791000.0
SK디앤디,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,5.0,3.0,5.0,6.0,2.0,4.0,3.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,210980,KOSPI,서비스업,199643339700.0
SK렌터카,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,5.0,5.0,3.0,5.0,2.0,1.0,5.0,1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
SK바이오사이언스,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,302440,KOSPI,의약품,4494423375000.0
SK스퀘어,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,402340,KOSPI,기타금융,11076788569200.0
SK아이이테크놀로지,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,361610,KOSPI,전기전자,4470359018400.0
SK이노베이션,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96770,KOSPI,화학,10588356254000.0
SK증권,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,7.0,6.0,5.0,1.0,7.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1510,KOSPI,증권,281663741916.0
SK케미칼,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285130,KOSPI,화학,1009346305500.0
SK텔레콤,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,17670,KOSPI,통신업,10954292703000.0
SK하이닉스,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,660,KOSPI,전기전자,124925205834000.0
SNT다이내믹스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,-1.0,-1.0,-3.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,3570,KOSPI,운수장비,540356326250.0
SNT모티브,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,-1.0,-2.0,-1.0,0.0,-2.0,0.0,-4.0,-1.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,64960,KOSPI,운수장비,666083844800.0
SNT에너지,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,-1.0,0.0,0.0,-1.0,-2.0,-4.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,100840,KOSPI,기계,76193116650.0
SNT홀딩스,5.0,3.0,3.0,6.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,6.0,6.0,0.0,2.0,-1.0,0.0,-3.0,-2.0,-2.0,-1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36530,KOSPI,기타금융,366837435000.0
S-Oil,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,5.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10950,KOSPI,화학,8567550471200.0
SPC삼립,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,7.0,5.0,0.0,0.0,0.0,1.0,-1.0,-2.0,-1.0,-1.0,-4.0,0.0,-3.0,-4.0,0.0,0.0,0.0,0.0,5610,KOSPI,음식료품,508248630100.0
STX,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,5.0,6.0,5.0,3.0,6.0,5.0,0.0,-2.0,-1.0,1.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11810,KOSPI,유통업,240078754980.0
STX엔진,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,0.0,-1.0,-1.0,1.0,-3.0,-4.0,0.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77970,KOSPI,기계,309469758800.0
STX중공업,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,6.0,5.0,3.0,6.0,6.0,0.0,0.0,-1.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,71970,KOSPI,기계,416297914020.0
SUN&L,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,-3.0,-4.0,-2.0,-1.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,2820,KOSPI,종이목재,32591651565.0
TCC스틸,3.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,-2.0,0.0,3.0,3.0,-2.0,0.0,0.0,0.0,0.0,2710,KOSPI,철강금속,1420782377400.0
TP,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,6.0,5.0,3.0,1.0,6.0,5.0,2.0,2.0,0.0,0.0,-2.0,-2.0,-1.0,-4.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,7980,KOSPI,섬유의복,85001890930.0
TYM,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,0.0,-1.0,-1.0,-2.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,2900,KOSPI,기계,210387964520.0
WISCOM,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,24070,KOSPI,화학,36706819010.0
YGPLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37270,KOSPI,서비스업,260377728050.0
가온전선,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,1.0,3.0,1.0,-1.0,0.0,0.0,0.0,0.0,500,KOSPI,전기전자,274819283100.0
강남제비스코,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,2.0,1.0,-2.0,-2.0,0.0,-1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,860,KOSPI,화학,178100000000.0
강원랜드,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35250,KOSPI,서비스업,3209107500000.0
갤럭시아에스엠,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11420,KOSPI,서비스업,61573454340.0
경농,3.0,3.0,1.0,6.0,3.0,3.0,1.0,6.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,2.0,0.0,-1.0,2.0,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2100,KOSPI,화학,191711686500.0
경동나비엔,5.0,6.0,7.0,3.0,5.0,6.0,7.0,3.0,3.0,3.0,5.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,-3.0,-3.0,-1.0,-5.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,9450,KOSPI,전기전자,789617686400.0
경동도시가스,3.0,3.0,6.0,1.0,3.0,3.0,6.0,1.0,5.0,3.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,6.0,1.0,1.0,0.0,1.0,-2.0,-3.0,-1.0,-2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,267290,KOSPI,전기가스업,114017152040.0
경동인베스트,3.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,6.0,6.0,7.0,6.0,5.0,3.0,5.0,6.0,1.0,3.0,2.0,0.0,-3.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12320,KOSPI,기타금융,165551610000.0
경방,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,0.0,-2.0,-5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50,KOSPI,유통업,210000968200.0
경보제약,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,214390,KOSPI,의약품,177867038400.0
경인양행,3.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,6.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,-2.0,-2.0,2.0,0.0,0.0,2.0,1.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12610,KOSPI,화학,137542086325.0
경인전자,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9140,KOSPI,전기전자,33772135500.0
계룡건설산업,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,6.0,5.0,5.0,5.0,6.0,-2.0,-4.0,-4.0,0.0,0.0,4.0,4.0,-3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,
계양전기,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-4.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,12200,KOSPI,기계,50062782531.0
고려산업,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2140,KOSPI,음식료품,78434491625.0
고려아연,5.0,7.0,7.0,3.0,5.0,7.0,7.0,3.0,5.0,6.0,7.0,3.0,5.0,6.0,3.0,6.0,5.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10130,KOSPI,철강금속,9847944948000.0
고려제강,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,3.0,1.0,0.0,-1.0,3.0,-5.0,-3.0,-2.0,-5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2240,KOSPI,철강금속,511250000000.0
광동제약,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-1.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,9290,KOSPI,의약품,354364952760.0
광명전기,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17040,KOSPI,전기전자,110727606325.0
광전자,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-4.0,-3.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,17900,KOSPI,전기전자,121392183485.0
광주신세계,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,3.0,7.0,6.0,1.0,3.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37710,KOSPI,유통업,245479311500.0
교보증권,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,6.0,5.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30610,KOSPI,증권,562977027340.0
교촌에프앤비,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,339770,KOSPI,유통업,201858923200.0
국도화학,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,1.0,-4.0,-2.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7690,KOSPI,화학,312668375200.0
국동,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,6.0,5.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,-4.0,0.0,-2.0,-5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5320,KOSPI,유통업,40384171685.0
국보,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,-2.0,-4.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1140,KOSPI,운수창고업,32447620090.0
국제약품,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,3.0,1.0,5.0,3.0,2.0,0.0,0.0,3.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720,KOSPI,의약품,106433954960.0
그린케미칼,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,0.0,-4.0,-4.0,-2.0,-4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,83420,KOSPI,화학,171120000000.0
극동유화,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,-4.0,-4.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,14530,KOSPI,화학,139652027100.0
금강공업,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14280,KOSPI,철강금속,156325472810.0
금비,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8870,KOSPI,비금속광물,60100000000.0
금양,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1570,KOSPI,화학,5572803552000.0
금호건설,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,6.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,6.0,3.0,0.0,-2.0,-5.0,0.0,0.0,0.0,5.0,-2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2990,KOSPI,건설업,155205099000.0
금호석유화학,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
금호에이치티,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,214330,KOSPI,운수장비,128776306862.0
금호전기,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-2.0,0.0,1.0,-4.0,-2.0,-2.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1210,KOSPI,전기전자,27295981353.0
금호타이어,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,3.0,6.0,1.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,73240,KOSPI,화학,1835593233930.0
