종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조
포스코퓨처엠  ,A,A,A+,A,A,A,A+,A,B+,B+,A,B,A,A,A+,B+,A,A,A+,B+
풀무원  ,A,A,A+,A,A,A,A+,A,A,B+,A+,A,A+,A,A+,A+,A+,A,A+,A+
풍산  ,B+,B+,B+,B+,B+,B+,B+,B+,B,C,B+,B+,B+,B,A,A,B+,B+,A,B+
풍산홀딩스  ,B+,B+,B+,B+,B+,B+,B+,B+,B,C,B+,B+,B,D,A,B+,B,B,B+,B
플레이그램  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,D,C,C
하나금융지주  ,A,A+,A+,A,A,A+,A+,A,A,A+,A+,A,A,A,A+,A,A,A,A,A
하나제약  ,C,D,C,C,C,D,C,C,C,D,C,B,B,D,B,B+,B,D,B,B+
하나투어  ,B+,B+,A,B+,B+,B+,A,B+,B+,B+,B+,B+,B+,B,A,B+,B,D,B,B
하이브  ,C,B,B+,C,C,B,B+,C,C,D,D,B,-,-,-,-,,,,
하이스틸  ,C,C,C,C,C,C,C,C,C,D,C,B,B,C,B,B+,B,B,C,B
하이트진로  ,B,A,A,C,B,A,A,C,B,B,B+,B,B+,B+,A,B,B,B,B,B
하이트진로홀딩스  ,B+,A,A,B,B+,A,A,B,B,B,B+,B,B+,B+,A,B,B,C,B,B
한국가스공사  ,A,A,A+,B+,A,A,A+,B+,B+,B+,A,B+,B+,B+,A,B+,A,B+,A+,B+
한국공항  ,B+,A,B,B+,B+,A,B,B+,C,C,B+,C,B,D,B,B+,C,D,B,B
한국금융지주  ,B+,C,B+,B+,B+,C,B+,B+,B,D,B+,B+,B+,C,A,B+,B,D,B+,B+
한국내화  ,C,B+,B+,D,C,B+,B+,D,C,C,B+,D,B,B,B,B,C,C,B,D
한국단자공업  ,C,C,B,C,C,C,B,C,D,D,C,C,C,C,C,B+,C,C,B,B
한국무브넥스  ,C,C,C,C,C,C,C,C,D,D,C,C,B,B,B+,B,C,B,B+,C
한국석유공업  ,B+,B+,B+,B+,B+,B+,B+,B+,B,D,B,B+,B+,B,B+,B+,C,C,C,B
한국수출포장공업  ,D,C,D,D,D,C,D,D,D,C,D,D,B,B,C,B+,B,B,C,B
한국쉘석유  ,C,C,C,B+,C,C,C,B+,C,C,C,B,B,C,B+,B+,B,C,B+,B
한국앤컴퍼니  ,B+,B+,A,B+,B+,B+,A,B+,B,C,B,B+,A,B+,A+,B+,B,B+,B+,B
한국자산신탁  ,C,C,C,B,C,C,C,B,C,C,D,B,C,C,B+,C,C,D,B,C
한국전력공사  ,B+,B,A,A,B+,B,A,A,B,B,B,B+,B+,B+,B+,B+,A,B+,A,A
한국전자홀딩스  ,D,C,C,D,D,C,C,D,D,C,D,D,B,B,B+,B,C,C,B,C
한국제지  ,C,C,C,C,C,C,C,C,D,D,C,D,B,B,B,B,B,B+,B,B
한국종합기술  ,C,C,C,B,C,C,C,B,C,D,C,B,B,B,C,B+,B,B,C,B
한국주강  ,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,D,C,C
한국주철관공업  ,D,C,D,D,D,C,D,D,D,C,C,D,C,C,C,B,C,C,C,B
한국철강  ,C,C,D,B,C,C,D,B,C,C,D,B,B,B,B,B+,C,B+,B,C
한국카본  ,B,B+,B+,C,B,B+,B+,C,C,B+,A,D,B,B,B+,B,B+,B,B,B+
한국콜마  ,A,A,A+,A,A,A,A+,A,B+,B+,B+,B+,B+,B+,A,B+,B+,B,B+,B+
한국타이어앤테크놀로지  ,B,B+,A+,D,B,B+,A+,D,B,B,A,C,B+,B+,A,B,B+,A,A,B
한국토지신탁  ,C,D,C,B,C,D,C,B,C,D,C,C,C,D,C,C,C,D,B,C
한국특강  ,C,C,C,C,C,C,C,C,D,C,C,D,C,C,B,B,B,B,B,B
한국항공우주  ,B+,B+,A,B+,B+,B+,A,B+,C,B,A,D,A,A,A+,B+,A,A,A+,B+
한국화장품  ,D,D,C,D,D,D,C,D,C,D,C,C,B,D,B,B,B,D,B+,B
한국화장품제조  ,D,D,C,D,D,D,C,D,D,D,C,C,C,C,B,B,C,D,B,B
한농화성  ,D,C,C,D,D,C,C,D,D,D,D,D,C,C,B,B,C,C,C,B
한독  ,A,A,A+,B+,A,A,A+,B+,B+,B,A,B+,A,B+,A,A,B+,B+,B+,B
한미글로벌  ,B+,A,A+,B,B+,A,A+,B,B+,B+,A,B+,A,A,A,A,B+,B,B+,B+
한미반도체  ,D,D,D,C,D,D,D,C,C,D,D,B,C,D,D,B,C,D,C,B
한미사이언스  ,B+,A,A,B,B+,A,A,B,B+,B,A+,B,A,B+,A+,A,B,B,B,B
한미약품  ,B+,A,A,B,B+,A,A,B,B+,B,A+,B,A,B+,A+,A,A,B+,A+,B+
한샘  ,A,A,A,A,A,A,A,A,A,B+,A,A,A,B+,A+,A,B+,B+,A+,B
한섬  ,A,A,A+,A,A,A,A+,A,B+,A,A,B,A,A,A+,A,A,B+,A,A
한성기업  ,C,B,B,D,C,B,B,D,D,D,D,D,C,D,B,B,C,D,B,C
한세실업  ,B+,B+,A,B+,B+,B+,A,B+,C,C,B+,C,B,B,B,B+,B,C,B,B+
한세엠케이  ,C,B,B+,C,C,B,B+,C,C,C,B,C,C,D,C,B+,C,C,C,B
한세예스24홀딩스  ,A,B+,A,A,A,B+,A,A,B+,C,B+,B+,B,D,B,B+,B,C,B,B
한솔로지스틱스  ,B,C,B+,B+,B,C,B+,B+,B+,C,A,B+,B+,B,B+,B+,B+,B,B+,A
한솔제지  ,A,A,A,A,A,A,A,A,B+,B+,A,B+,A,A,A,A,A,A,A,A
한솔케미칼  ,B+,B+,B+,B+,B+,B+,B+,B+,B,C,B+,B+,A,A,A,A,B+,B,B+,B+
한솔테크닉스  ,B+,B+,A,B+,B+,B+,A,B+,B+,B,A,B+,A,B+,A,A,B+,B+,B+,A
한솔피엔에스  ,B+,B,B,A,B+,B,B,A,B,C,B,B+,A,B+,B+,A,A,B+,B+,A
한솔홀딩스  ,A,B+,A,A,A,B+,A,A,A,B+,A,A,A,B+,A,A,A,B+,A,A
한솔홈데코  ,B+,B+,B+,B+,B+,B+,B+,B+,B,C,B,B+,A,B+,A,A,B+,B,B+,A
한신공영  ,D,C,C,D,D,C,C,D,D,D,C,D,C,C,C,B,C,C,B,B
한신기계공업  ,D,C,D,D,D,C,D,D,D,D,D,D,C,D,C,B+,C,B,C,C
한양증권  ,C,D,B,C,C,D,B,C,D,D,D,C,C,D,B+,C,C,D,B+,C
한온시스템  ,B+,B+,A+,B,B+,B+,A+,B,B,B+,A,C,B+,B+,B+,B+,B,B,B,B+
한올바이오파마  ,B,B,D,B+,B,B,D,B+,C,D,C,C,B,D,B,B+,B,D,B+,B
한익스프레스  ,C,C,C,C,C,C,C,C,D,D,C,D,C,B,B,C,C,B,C,D
한일시멘트  ,A,A,A+,B+,A,A,A+,B+,C,B+,A,D,B+,B+,B+,B,B,C,B+,B
한일철강  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,B,D,D,D,C
한일현대시멘트  ,B+,A,A+,B,B+,A,A+,B,B+,B+,B+,B,B+,B+,B+,B+,B+,B,B+,B+
한일홀딩스  ,A,A,A+,B+,A,A,A+,B+,C,B+,A,D,B,B+,B+,B,B,D,B+,B+
한전KPS  ,A,A,A,A,A,A,A,A,A,B+,A,A,B,B,B,B+,B+,B+,A,B+
한전기술  ,A,B+,A+,A,A,B+,A+,A,B+,B,B+,B+,B+,B,B+,B+,B+,B+,A,B+
한전산업  ,C,C,D,B,C,C,D,B,C,C,B,C,B+,B,B+,B+,B+,B,B+,B+
한진  ,A,A,A,A,A,A,A,A,B+,B+,A,B+,A,A,B+,A,B,B,C,B+
한진중공업홀딩스  ,C,D,C,B+,C,D,C,B+,C,D,D,B+,B,D,C,B+,B,D,C,B+
한진칼  ,A,A,A+,A,A,A,A+,A,A,A,A,A,A,A,A,A,B+,B,B,A
한창  ,D,D,D,D,D,D,D,D,D,D,D,D,B,D,B,B,C,D,B,C
한창제지  ,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,B,B,B,C,B
한컴라이프케어  ,C,C,B,D,C,C,B,D,,,,,,,,,,,,
한화  ,B+,B+,B+,B+,B+,B+,B+,B+,A,A,A+,A,A,A,A+,A,A,B+,A,A
한화생명  ,A,A,A+,B+,A,A,A+,B+,A,A,A+,B+,A,A+,A+,B+,A,A,A+,B+
한화손해보험  ,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A+,B+,B+,B,A,B
한화솔루션  ,B+,A,A+,B,B+,A,A+,B,B,A,A,C,A,A,A+,B+,B+,A,A,B
한화시스템  ,A,A,A+,A,A,A,A+,A,A,B+,A+,A,A,B+,A,A,,,,
한화에어로스페이스  ,A,A,A,A,A,A,A,A,B+,B+,A,B,A,A,A,A,A,A,A,A
한화엔진  ,B+,B,A,B+,B+,B,A,B+,B+,B,A,B+,A,B+,A,A,A,B+,A,A
한화오션  ,B+,B+,B+,B+,B+,B+,B+,B+,B+,B,B+,B+,A,B,A+,A,B+,B+,B,A
한화투자증권  ,A,A,A+,B+,A,A,A+,B+,B+,B+,A,B+,B+,B+,A,B+,B+,B,A,B+
해성디에스  ,A,A,A+,B+,A,A,A+,B+,B+,B+,A,B+,A,A,A+,A,A,A,A,A
해태제과식품  ,D,D,C,D,D,D,C,D,C,D,B,C,B,D,B+,B+,B,D,B+,B
핸즈코퍼레이션  ,C,C,B,D,C,C,B,D,C,C,B,D,B,B,B,B+,B,B,B,B+
현대건설  ,A,A,A,A,A,A,A,A,A,A,A,B+,A,A,A,A,A,A+,A,A
현대글로비스  ,A+,A+,A+,A,A+,A+,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A
현대로템  ,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,B+,B,A,B+
현대리바트  ,A,A,A+,B+,A,A,A+,B+,A,A,A,A,A,A,A+,A,A,B,A,A
현대모비스  ,A,A+,A+,B+,A,A+,A+,B+,A,A,A+,B+,A,A,A+,A,A,B+,A+,A
현대백화점  ,A+,A+,A+,A,A+,A+,A+,A,A,A,A,A,A,A,A+,A,A,B+,A,A
현대비앤지스틸  ,B,A,B+,C,B,A,B+,C,C,B+,B+,D,A,B+,A+,B+,B+,B+,A,B+
현대약품  ,C,C,C,B,C,C,C,B,D,D,C,D,B,C,B,B+,B,B,B+,B
현대엘리베이터  ,B+,B+,A,B+,B+,B+,A,B+,B,C,B,B,A,B+,A,A,A,B+,A,A
현대오토에버  ,A,A+,A+,B+,A,A+,A+,B+,B+,B+,A,B+,A,A,A+,A,,,,
현대위아  ,A+,A+,A+,A,A+,A+,A+,A,A,A,A,B+,A,A,A+,A,A,A,A+,A
현대자동차  ,A,A,A,B+,A,A,A,B+,B+,A,B+,B,A,A,A,A,A,A,A+,A
현대제철  ,A,A+,A,B+,A,A+,A,B+,A,A,A,B+,B+,B+,B+,A,B+,B+,B,B+
현대지에프홀딩스  ,A,A,A+,A,A,A,A+,A,A,A,A,A,A,A,A+,A,A,B+,A,A
현대차증권  ,A,B+,A+,B+,A,B+,A+,B+,A,B+,A+,B+,A,B+,A+,A,A,B,A+,A
현대코퍼레이션  ,B+,B,B+,B+,B+,B,B+,B+,B,C,B,B,B+,B+,A,B+,B,D,B,B
현대코퍼레이션홀딩스  ,B+,B,B+,B+,B+,B,B+,B+,B,C,B,B+,B+,C,A,B+,C,D,C,B
현대퓨처넷  ,A,A,A+,A,A,A,A+,A,A,A,A,A,,,,,B+,C,A,A
현대해상  ,A,A,A+,A,A,A,A+,A,B+,A,A,B+,A,A,A+,A,A,B+,A,A
현대홈쇼핑  ,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A,A
형지엘리트  ,D,D,D,D,D,D,D,D,D,D,C,D,C,D,B,B,C,D,B,C
혜인  ,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,C,B,C,C
호전실업  ,C,D,D,B,C,D,D,B,D,D,D,C,C,D,C,B+,C,D,C,B+
호텔신라  ,A,A,A,A,A,A,A,A,A,B+,A,A,A,B+,A+,A,A,A,A,A
화성산업  ,C,C,C,B+,C,C,C,B+,B,C,B+,B,B,C,B+,B+,B,C,B,B+
화승알앤에이  ,B,B,B+,B,B,B,B+,B,,,,,,,,,,,,
화승엔터프라이즈  ,B+,B+,B+,B+,B+,B+,B+,B+,B+,B,B,A,B+,B,B+,A,B+,B+,B,A
화승인더스트리  ,B+,B+,B+,B+,B+,B+,B+,B+,C,C,C,B+,B+,B,B+,A,B,B,B,B+
화승코퍼레이션  ,B,C,B,B+,B,C,B,B+,C,C,C,B,B+,B+,B,B+,B+,B+,B,B+
화신  ,B+,B,A,B,B+,B,A,B,C,C,A,C,B+,B+,A,B+,C,D,B+,B
화인베스틸  ,D,C,C,D,D,C,C,D,D,C,D,D,B,B,C,B,B,B,C,B
화천기계  ,C,D,C,C,C,D,C,C,D,D,D,D,C,D,C,B,C,B,B,C
화천기공  ,C,D,C,C,C,D,C,C,D,D,D,C,B,D,B,B+,C,D,C,B
환인제약  ,B,C,C,B+,B,C,C,B+,B,D,B+,B+,B,D,B,B+,B,D,B+,B+
황금에스티  ,C,D,D,B,C,D,D,B,C,D,D,B,C,D,C,B,D,D,C,C
효성  ,A,A,A+,B+,A,A,A+,B+,B+,A,A+,B,A,A,A+,B+,B+,A,A+,B
효성 ITX  ,B+,B+,A+,B,B+,B+,A+,B,B+,B,A,B+,B+,C,B+,B+,B+,C,B+,B+
효성중공업  ,A,A,A+,B+,A,A,A+,B+,A,A,A+,B+,A,A,A+,A,A,A,A+,A
효성첨단소재  ,A,A,A+,A,A,A,A+,A,A,B+,A+,A,A,A,A+,A,A+,A+,A+,A
효성티앤씨  ,A,A+,A+,B+,A,A+,A+,B+,A,A,A+,B+,A,A,A+,A,A+,A+,A+,A
효성화학  ,A,A,A+,B+,A,A,A+,B+,A,A,A+,B+,A,A,A+,A,A+,A+,A+,A
후성  ,B+,A,A,B,B+,A,A,B,B,B,B+,B,B+,A,B,B,C,B,C,C
휠라홀딩스  ,A,A,A,B+,A,A,A,B+,B+,B,A,B+,A,B+,A+,A,B+,B,B+,B+
휴니드테크놀러지스  ,D,C,D,D,D,C,D,D,D,D,C,C,B,C,B+,B+,C,C,B,B
휴비스  ,A,B+,A+,B+,A,B+,A+,B+,B+,B+,A,B+,A,B+,A+,A,B+,B+,B+,B+
휴스틸  ,C,C,C,C,C,C,C,C,D,D,D,C,C,C,C,B,C,B,B,C
흥국화재  ,B+,B,B+,B+,B+,B,B+,B+,B+,C,B+,B+,B+,B,A,B,B,D,A,B
흥아해운  ,B,B,B+,B,B,B,B+,B,C,C,B,C,D,D,C,D,D,D,C,D
