,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,사회_등급차이
612,국제약품,의약품,A002720,12,2014,Annual,117508309.0,71913309.0,41670984,25137592,36057349.0,117508309.0,66655246.0,55559601,13809875,6117209,7000000,50853063.0,122426377.0,75259686.0,-1422954,1533933,5326665,-6917252,-61110,-633786,400821,43.28,30.1,131.07,69.55,61.47,-12.67,-1.16,-1422953.54,38.53,0.0659528508945683,2.2768181378132857,-3.364852215074732,0.0659528508945683,12.780135906880076,78.72529923674485,-12.816727523268812,1.6312957347620172,-235.9131884946674,-513.726090649186,-98.67033457915578,-81.471550395982,1.041852938246265,2.4074533524165496,1.8367103018418085,0.0
613,국제약품,의약품,A002720,12,2015,Annual,136643778.0,66557405.0,39159933,20167033,61944479.0,136643778.0,68184899.0,32036508,9517020,11360789,27000000,68458879.0,117636992.0,64860724.0,2097892,1066167,5891890,-5884459,-5080184,-1745716,6707179,50.1,29.54,99.6,58.96,55.14,-9.86,1.78,2097892.31,44.86,16.28435398555519,-7.447722924278177,71.79432409187929,16.28435398555519,2.29487263463104,-42.33848439624324,34.620954887220854,-3.912053200757548,-247.43217278984423,-14.930683456378349,8213.17951235477,175.44249951876503,0.8609026603465253,1.7183598930972854,1.7252645926776249,0.0
614,국제약품,의약품,A002720,12,2016,Annual,129455413.0,60437696.0,33827000,17867327,60129888.0,129455413.0,61936189.0,49931516,11111465,6089798,2000000,67519224.0,120684006.0,66903453.0,3969266,1330696,4765252,798939,16098589,-4944565,-5294417,52.16,25.56,91.73,49.01,55.44,1.18,3.29,3969265.71,44.56,-5.260660313417276,-9.194632813584002,-2.9293829398419846,-5.260660313417276,-9.164360571979437,55.858172807098704,-1.3725830947363349,2.590183536824875,89.20259002846666,-113.57710199017446,-416.8898803665379,183.2399428085668,0.932243798874598,1.787402147868287,1.948521663158836,0.0
615,국제약품,의약품,A002720,12,2017,Annual,131646346.0,59537269.0,34631990,17161676,60644615.0,131646346.0,63868042.0,50577481,11482686,30500000,4000000,67778304.0,123310224.0,71838725.0,2564176,3291103,2565948,1038655,786104,-5541624,892793,51.49,26.21,94.23,50.9,58.26,1.54,2.08,2564176.44,41.74,1.6924228575903475,-1.4898433586879256,0.8560252099588217,1.6924228575903475,3.119102145596986,1.293701957697424,0.3837129407766815,2.1761110581629106,-35.39924006100876,30.00429319384834,-95.11693850933148,12.075056147507413,0.9366779082497284,1.819317048712225,1.930703058033312,0.0
616,극동유화,화학,A014530,12,2011,Annual,195932757.0,115412443.0,72008625,25331266,34530269.0,195932757.0,103312396.0,78022755,19236252,54951711,6000000,92620361.0,315587653.0,281808896.0,13924955,0,110306,9175401,-8203961,-1282084,9312523,47.27,31.11,111.54,65.81,89.3,10.43,4.41,13924955.29,10.7,21.76752916427392,41.64640547790934,4.099169046086426,21.76752916427392,33.21523601385932,14.481203941723653,11.116554945296665,27.490357780703214,13.273657513691717,1.9504405844354973,25.5484699128334,-170.0756242443588,1.6106936779335983,3.4073247997813354,3.054693001215459,0.0
617,극동유화,화학,A014530,12,2012,Annual,197891858.0,116932335.0,64532123,21542370,37617886.0,197891858.0,94578825.0,69665070,22131450,37069260,7350000,103313033.0,333186945.0,293930733.0,17716642,0,107871,11920876,31734406,71370,-14641062,52.21,24.47,91.55,46.87,88.22,12.17,5.32,17716642.12,11.78,0.9998843633890252,1.316922127711995,8.941769321287364,0.9998843633890252,-8.453555757239428,-10.711855791300884,11.544623541253518,5.576673178655689,27.229438084360048,29.922125474407068,-486.81809920841897,-105.56671793735823,1.6836819279345996,3.225023361766952,3.522849274137208,0.0
618,극동유화,화학,A014530,12,2013,Annual,195573225.0,109836599.0,60176829,23737245,38133595.0,195573225.0,82053780.0,70752761,21139281,25075580,5191560,113519445.0,306046653.0,265672950.0,18098574,0,93276,12941370,12047023,-6704402,-12503171,58.04,25.39,72.28,43.74,86.81,11.94,5.91,18098574.2,13.19,-1.1716666988896507,-6.0682410900286925,1.3709143570693971,-1.1716666988896507,-13.242969554760275,1.5613147306103414,9.8791137029149,-8.145664890921822,2.155780988293388,8.560562160029184,-62.0379754390235,-9493.865769931344,1.5648698997523818,2.695984401615071,3.72983003342442,0.0
619,극동유화,화학,A014530,12,2014,Annual,188576260.0,111319947.0,56961710,27676835,38059969.0,188576260.0,68907928.0,61602516,16544299,22870960,1658280,119668332.0,291576813.0,256222531.0,13002042,0,1191060,9300068,17824910,-1476152,-13280053,63.46,21.1,57.58,33.25,87.87,7.98,4.46,13002042.1,12.13,-3.5776702051111497,1.35050430685677,-0.1930738499740236,-3.5776702051111497,-16.021019385091094,-12.93270378522755,5.416593606496223,-4.727985050043992,-28.15985391998287,-28.136912861621298,47.96111869297501,-77.98234652397036,1.5462010594546736,2.4365411310320595,4.231397191336242,0.0
620,극동유화,화학,A014530,12,2015,Annual,187471506.0,96019952.0,48787610,21555981,38328229.0,187471506.0,56955301.0,46174583,13228628,12801400,0,130516205.0,262018391.0,221072642.0,18086046,0,99846,14487630,17524455,-9024938,-16694291,69.62,13.97,43.64,20.06,84.37,11.58,6.9,18086045.94,15.63,-0.585839384024267,-13.744163029470355,0.704835045977048,-0.585839384024267,-17.345793650913432,-25.04432286499468,9.064948778595827,-10.137439152268946,39.10158112087316,55.779828706628805,-1.6855905583815,511.3827031362624,1.3976438158020663,2.007554471875734,4.600421495446052,0.0
621,극동유화,화학,A014530,12,2016,Annual,191718877.0,110011699.0,46621264,15982394,41424950.0,191718877.0,51837900.0,39879310,11764578,10965290,0,139880976.0,231166634.0,194203852.0,16634160,0,82264,13985965,29597281,-2231431,-7336696,72.96,11.83,37.06,16.22,84.01,10.34,7.2,16634159.98,15.99,2.26560883337652,14.571707971693224,8.079478443942723,2.26560883337652,-8.984942420021625,-13.63363259826299,7.175178745045496,-11.774653253251987,-8.027658450055918,-3.462712672811219,68.89130646288287,-75.27483291297958,1.2057583354194172,1.6525952321064732,4.459413556490522,0.0
622,극동유화,화학,A014530,12,2017,Annual,268503821.0,134844002.0,58266704,22216239,54858883.0,268503821.0,120112874.0,61804689,17501670,19975900,45000000,148390946.0,490067711.0,453840154.0,13604743,0,166480,15103874,4141150,-48231686,37540584,55.27,30.43,80.94,55.06,92.61,10.48,2.78,13604742.58,7.39,40.05080000546843,22.57242022959758,32.42956961927534,40.05080000546843,131.70860316486585,54.97933389519527,6.08372220679958,111.9975978021119,-18.212022729130894,7.993077345753408,-86.00834313124912,2061.468851154259,1.825179653588617,3.302544556862654,4.080059819399542,0.0
623,금강공업,철강금속,A014280,12,2011,Annual,431242593.0,159695097.0,58828708,46580577,204498178.0,431242593.0,238401521.0,185171607,21865493,117161525,24702803,192841072.0,305228403.0,263434117.0,8827865,175982,212709,210436,35986596,-38444853,14947275,44.72,43.02,123.63,96.2,86.31,0.11,2.89,8827865.36,13.69,5.469106984666494,15.294431889134664,2.8185857235347944,5.469106984666494,11.204158430583488,20.482876891414943,-0.8522270299450185,8.12845868386718,-40.03813220136709,-97.43686903289418,45.67771115307833,-20.757232313784503,0.7077881636798339,1.5827976884509334,1.2803123139470238,0.0
624,금강공업,철강금속,A014280,12,2012,Annual,656552491.0,292524617.0,113566981,95137658,315156563.0,656552491.0,414530899.0,296420264,78940512,151078951,94252358,242021592.0,688711909.0,585532111.0,31333781,1497161,482439,15148563,83373554,-92962586,9374548,36.86,40.11,171.28,108.81,85.02,6.97,4.55,31333780.68,14.98,52.2466708199206,83.1769556456702,54.11216182082561,52.2466708199206,73.87930129858526,60.078679880981966,25.503135556101864,125.6382113298938,254.9417781082969,7098.655648273108,131.6794675439711,141.80762506752205,1.0489822496157433,2.845663080342021,1.6614247831981277,0.0
625,금강공업,철강금속,A014280,12,2013,Annual,675454670.0,283660099.0,126583645,79196710,345158641.0,675454670.0,418115042.0,355303080,77748562,171617484,40865989,257339628.0,694265027.0,586054549.0,32037329,1218636,1461169,18468245,68817501,-95319059,18498032,38.1,41.8,162.48,109.73,84.41,7.4,4.61,32037328.92,15.59,2.8790049933722583,-3.030349408166222,9.519737654963569,2.8790049933722583,0.8646262579330655,19.864639213734737,6.329202230848896,0.8063049189991567,2.2453338778361864,21.91417100090616,-17.45883712717824,2.534861713076708,1.027848437260786,2.697855096767296,1.660464124129741,0.0
626,금강공업,철강금속,A014280,12,2014,Annual,723147129.0,288007752.0,118561180,84388736,387687777.0,723147129.0,448540325.0,329599052,55205166,209982404,96495275,274606804.0,658637489.0,552023541.0,40956393,84585,983893,23066991,101050248,-139319889,38146340,37.97,45.29,163.34,119.26,83.81,8.67,6.22,40956392.94,16.19,7.060793435627599,1.5326981183913402,12.32161995909584,7.060793435627599,7.276773123125291,-7.234394928408728,6.70987835577348,-5.131691301512154,27.83959923750199,24.90082842197512,46.83800854669222,46.16162859937592,0.910793201807761,2.398474762482578,1.4684019524888872,0.0
627,금강공업,철강금속,A014280,12,2015,Annual,678340605.0,273478266.0,115830696,77952814,320109589.0,678340605.0,408382736.0,363345112,38400398,207851415,27629237,269957869.0,565957188.0,463512795.0,32236751,16336,1076037,7634880,18783690,-36707597,6765567,39.8,46.14,151.28,115.94,81.9,2.8,5.7,32236750.58,18.1,-6.196045341694223,-5.0448246268037895,-17.43108553045767,-6.196045341694223,-8.952949548070176,10.23851852583606,-1.6929423933720211,-14.071519242051522,-21.290063311971828,-66.90127463959213,-81.41153498208139,-73.65229238734176,0.8343259769920451,2.0964648672641584,1.385849934655416,0.0
628,금강공업,철강금속,A014280,12,2016,Annual,710805610.0,268322640.0,118436830,62303520,355011950.0,710805610.0,406007183.0,338435353,47233469,229425471,51629853,304798428.0,603160426.0,469393066.0,56328743,10084,776454,35763918,46574669,-25721848,-17168211,42.88,41.6,133.21,97.02,77.82,12.44,9.34,56328743.43,22.18,4.785944518240948,-1.8852050202775583,10.903253822865013,4.785944518240948,-0.5816977042829796,-6.855674722823846,12.905924590773822,6.573507464667094,74.73455373961228,368.4280303030303,147.95271323153224,-29.92772586012645,0.8485588992467293,1.9788829947640016,1.4855905295645964,0.0
629,금강공업,철강금속,A014280,12,2017,Annual,756422311.0,306730316.0,118752594,81192898,361859038.0,756422311.0,425315762.0,389645499,43784768,250970468,23746096,331106549.0,613247470.0,487340243.0,45975477,25021,576040,26631679,9774106,-15868821,18967182,43.77,41.92,128.45,95.76,79.47,8.38,7.5,45975477.38,20.53,6.417605651705527,14.313990053168824,1.9286922595140863,6.417605651705527,4.755723496645614,15.131441070224128,8.631317809814941,1.67236502349708,-18.380076402557044,-25.534783409356887,-79.01411602087822,-38.30606183505944,0.8107210232724085,1.852115193287826,1.441863962709193,0.0
630,금호건설,건설업,A002990,12,2011,Annual,3681191103.0,2806837004.0,503708000,4522281,91517015.0,3681191103.0,3560035322.0,1877168222,675701458,68060000,1361858940,121155781.0,1684784528.0,1543249005.0,51352925,0,4129000,-49517847,187981545,208513609,-395651321,3.29,50.52,2938.39,1535.07,91.6,-22.31,3.05,51352924.6,8.4,-41.64634427240917,-25.224620256057182,-61.53212853399263,-41.64634427240917,-40.52467406087668,-53.47729137357038,-62.45335384963106,-12.175105989299196,617.9082533357416,-160.9508142223339,-241.8393290516136,-359.18012519236186,0.4576737476701437,13.905935928884814,0.4732493853610141,0.0
631,금호건설,건설업,A002990,12,2012,Annual,1932235236.0,1064537877.0,250585371,11021806,19130133.0,1932235236.0,1917714585.0,1357038966,491456037,51700000,434782968,14520651.0,1499864342.0,1393847209.0,-164779205,0,2519000,-727923205,-14286782,724107035,-710510123,0.75,34.2,13206.81,4551.4,92.93,-1073.03,-10.99,-164779205.0,7.07,-47.510596925399554,-62.07339879433911,-79.09663793120875,-47.510596925399554,-46.13214725289178,-27.70818565455132,-88.01489216597926,-10.975895310453607,-420.8759871029741,1370.0219195717457,-107.60009819048992,247.2708752549576,0.7762327868033972,103.29181122802277,0.7821103065762,0.0
632,금호건설,건설업,A002990,12,2013,Annual,1766377953.0,955140605.0,153159519,2828430,18494439.0,1766377953.0,1613211268.0,1340030427,479920441,32379294,77380163,153166685.0,1434495416.0,1328296316.0,58855510,0,1994000,52624235,123634829,163913150,-127180783,8.67,26.63,1053.24,307.08,92.6,62.76,4.1,58855510.05,7.4,-8.583700364731373,-10.276503482271115,-3.32299832938956,-8.583700364731373,-15.878448199839912,-1.2533567145926794,954.8196840486008,-4.358322560881311,-135.7178018913248,-107.22936631756367,-965.37912456423,-77.36340871208357,0.8121112548781908,9.365583749494872,0.8892173297167919,0.0
633,금호건설,건설업,A002990,12,2014,Annual,1504368052.0,799237440.0,152369000,4819527,9028162.0,1504368052.0,1203465223.0,773324049,318541047,27100000,224565206,300902829.0,1523544063.0,1425442192.0,39815770,0,1873000,105802212,-189386118,120711108,-41580146,20.0,28.96,399.95,144.77,93.56,46.6,2.61,39815769.61,6.44,-14.833173192351325,-16.322535570561357,-51.184450634052745,-14.833173192351325,-25.39940385539137,-42.29056046650499,96.45448943417428,6.2076634060153735,-32.349970291651545,101.0522566266284,-253.181849752063,-26.356666319938338,1.01274688795372,5.063242735414761,1.2659643451948757,-1.0
634,금호건설,건설업,A002990,12,2015,Annual,1310031833.0,674454378.0,121884000,55991196,9024676.0,1310031833.0,1019861434.0,773535869,288497794,27100000,68395805,290170399.0,1530988130.0,1444535317.0,20777168,0,1908000,-6109525,18208001,44594301,-118635130,22.15,25.53,351.47,115.27,94.35,-2.07,1.36,20777168.19,5.65,-12.918129891261476,-15.612764837443049,-0.0386125104977042,-12.918129891261476,-15.256260462791948,0.0273908460850069,-3.566742803870415,0.4886020155755677,-47.81673693614364,-105.77447756952378,-109.61422156612343,-63.05700300588741,1.1686648304522536,5.2761692277233285,1.5011726877398524,0.0
635,금호건설,건설업,A002990,12,2016,Annual,1274602780.0,737819812.0,117180000,34493006,9440057.0,1274602780.0,963344765.0,697422198,364849620,27100000,117164708,311258016.0,1353709568.0,1249742010.0,41801262,0,1631000,36036543,19088939,22194727,-87520481,24.42,21.1,309.5,86.39,92.32,11.98,3.09,41801262.27,7.68,-2.704442144651309,9.395066006970154,4.602724795881863,-2.704442144651309,-5.5416027232578,-9.839708027812222,7.267321915906377,-11.57935574588681,101.18844878185516,-689.8419762583834,4.838191737797026,-50.22967845151334,1.0620638753039593,4.34915567925486,1.405218170257042,1.0
636,금호건설,건설업,A002990,12,2017,Annual,1284875517.0,654395336.0,121195884,30377037,9173496.0,1284875517.0,892182689.0,673008878,326679935,37100000,81129545,392692827.0,1297945639.0,1188934061.0,31054433,0,1562000,95278014,75882926,-10320072,-82558695,30.56,16.9,227.2,55.3,91.6,27.07,2.39,31054433.23,8.4,0.8059559543719175,-11.306890197738417,-2.823722356761193,0.8059559543719175,-7.386979053132658,-3.500508023692128,26.163120888105908,-4.119342163059903,-25.709341024201613,164.3927693064232,297.5230158155988,-146.49785509864572,1.0101722865966944,3.3052440731238515,1.4547980531372986,-1.0
637,금호석유,화학,A011780,12,2011,Annual,4714232584.0,2058130837.0,887129107,581566933,1922407326.0,4714232584.0,3157155081.0,2713203948,428090888,787507000,265166500,1557077504.0,6457354166.0,5410343100.0,839049443,36069000,4894000,543769089,668411338,-244914235,-68963175,33.03,48.79,202.76,147.73,83.79,44.39,12.99,839049442.7,16.21,14.398183222060258,46.6870482799191,8.340238564825931,14.398183222060258,-2.1876772408856104,21.14965891944287,74.33942379870413,30.267370881301915,49.73701002512836,57.172763205081424,50.19237499054545,112.21941116444216,1.3697572300348768,4.147098747115416,2.0453078801421096,0.0
638,금호석유,화학,A011780,12,2012,Annual,4410738573.0,1490096947.0,585687950,567313643,2129599374.0,4410738573.0,2752386618.0,1438481220,287335238,792369000,652097428,1658351955.0,5883690067.0,5480613208.0,223802786,37575000,3627000,126109125,245480652,-373775200,-131876916,37.6,47.43,165.97,126.15,93.15,7.84,3.8,223802785.9,6.85,-6.437824303154915,-27.599503383758883,10.77773920218612,-6.437824303154915,-12.820670908310062,-46.982193466865766,6.504136803713023,-8.883887800680379,-73.32662718900107,-76.808331412895,-63.27401436149786,52.61473062192567,1.3339466780045774,3.5479139692032384,2.137668461444321,-1.0
639,금호석유,화학,A011780,12,2013,Annual,4211638504.0,1258944689.0,539135916,538584306,2221670473.0,4211638504.0,2651879579.0,1404459534,286034057,481287000,667288206,1559758926.0,5132132486.0,4817739012.0,134229023,37141000,2443000,-42712971,287678995,-339262103,-111195463,37.03,48.32,170.02,130.47,93.87,-2.65,2.62,134229022.5,6.13,-4.513984805600946,-15.512565035810388,4.323399984245113,-4.513984805600946,-3.651632308582897,-2.3651115862325933,-5.945241521423594,-12.773575297843776,-40.02352455076229,-133.86984962428377,17.190089180633272,-9.233650868222398,1.2185595893678345,3.290336987627536,1.935281121601789,0.0
640,금호석유,화학,A011780,12,2014,Annual,4437304355.0,1401399538.0,547003125,529333268,2260980519.0,4437304355.0,2795722283.0,1739373248,292144493,731016666,500858248,1641582073.0,4765671058.0,4418681423.0,184864990,31394000,2886000,88334748,319979858,-231254736,41507624,37.0,48.45,170.31,130.96,92.72,5.52,3.88,184864990.5,7.28,5.358148634686333,11.315417606881065,1.7693913871447586,5.358148634686333,5.424179330731227,23.84644810991044,5.245884196337669,-7.140529380324345,37.723560723525495,-306.81012332295967,11.22809226999697,-31.835965775405217,1.0740013929019752,2.9030964314143066,1.7046296361332829,-1.0
641,금호석유,화학,A011780,12,2015,Annual,4210555636.0,967576523.0,435348394,394695333,2505694028.0,4210555636.0,2546806491.0,1541257968,219196676,696933179,527820647,1663749145.0,3934509038.0,3600583121.0,163950028,36120000,2918000,121866343,483191768,-391346979,-258402443,39.51,45.47,153.08,115.08,91.51,7.37,4.17,163950027.5,8.49,-5.110055584636585,-30.956412017883792,10.823335581335902,-5.110055584636585,-8.903452017161605,-11.39003835018164,1.350348079733199,-17.440608256097555,-11.31364137687726,37.95968829842589,51.006932442603926,69.2276602715717,0.9344393895095892,2.364845114916648,1.5448794605730412,1.0
642,금호석유,화학,A011780,12,2016,Annual,4546113636.0,1255322772.0,520901202,445541869,2564778156.0,4546113636.0,2818212904.0,2145560402,373697827,971810000,415707148,1727900732.0,3970435497.0,3637513283.0,157076708,36893000,2705000,80764817,296755289,-250676354,103588279,38.01,45.77,163.1,120.42,91.61,4.76,3.96,157076708.0,8.39,7.969447004357311,29.73886221503537,2.3579945252597323,7.969447004357311,10.65673477584992,39.20838993514939,3.855844926670127,0.91311161451193,-4.192326212960451,-33.72672469543129,-38.5843657419263,-35.945243619729084,0.8733691708800919,2.297837730761492,1.4088486683758368,0.0
643,금호석유,화학,A011780,12,2017,Annual,4579813618.0,1332668624.0,588511947,426750281,2440253946.0,4579813618.0,2623010577.0,1913905074,398183564,899802967,335228210,1956803041.0,5064779318.0,4636527054.0,262626430,38587000,2710000,217647432,421047042,-106022782,-276676119,42.73,39.5,134.05,92.45,91.54,11.81,5.19,262626429.9,8.46,0.7412921167023745,6.161431444183196,-4.855164947061407,0.7412921167023745,-6.9264577819135535,-10.796961380535397,13.24742242194965,27.562312039242777,67.19629112675318,169.48297548919103,41.88358476064096,-57.70531192583086,1.105892016673767,2.588292849039987,1.9309031242232768,0.0
644,금호전기,전기전자,A001210,12,2011,Annual,549343934.0,233045240.0,67551614,102603465,251082486.0,549343934.0,279225739.0,144673660,22054488,85554299,79798765,270118195.0,315293392.0,252208177.0,5207423,3514441,970306,308307,-15043637,-47137523,30356545,49.17,39.59,103.37,80.52,79.99,0.11,1.65,5207422.91,20.01,3.995068578335026,-0.5181970170439087,5.768545362764987,3.995068578335026,10.792409978374696,-10.57046330189505,-2.207025013193198,-17.137444431220096,-83.29024618556325,-95.03743808205763,229.3838791996418,-2630.455258942414,0.5739453418630085,1.167242332564824,1.1291702302558864,0.0
645,금호전기,전기전자,A001210,12,2012,Annual,509300064.0,228817911.0,56830377,103623337,212522624.0,509300064.0,293040490.0,135573169,20892952,69100745,101875419,216259574.0,379789500.0,337931762.0,-14235728,3783253,809548,-67108708,10730906,-19019198,16076382,42.46,46.17,135.5,108.74,88.98,-27.6,-3.75,-14235728.33,11.02,-7.289398775813183,-1.813952089302484,-15.357447910564336,-7.289398775813183,4.94752061521091,-6.2903578992886455,-19.93890896538828,20.45590222836005,-373.3737589590859,-21866.84538463285,-171.3318594432982,-59.65168131554134,0.7457087223142387,1.756174272312217,1.2960307976553,0.0
646,금호전기,전기전자,A001210,12,2013,Annual,532674472.0,256705430.0,86129908,115273430,193238119.0,532674472.0,346737492.0,192029015,50952430,64257651,79264273,185936980.0,386720348.0,343926934.0,-4577476,666018,1392201,-18056370,-21000767,-16086154,21918112,34.91,49.66,186.48,142.26,88.93,-8.98,-1.18,-4577476.0,11.07,4.589516014669104,12.1876468839889,-9.074095094929756,4.589516014669104,18.32408961642127,41.64234443763721,-14.021388019565784,1.8249182770982308,-67.84515691786189,-73.09384945989423,-295.7035780576216,-15.421491484551552,0.7259975244317697,2.079846343637505,1.1153116029344758,0.0
647,금호전기,전기전자,A001210,12,2014,Annual,515679906.0,227186201.0,86525275,113722192,214917463.0,515679906.0,321045774.0,258243298,31224321,101883270,22267600,194634133.0,447530899.0,393962682.0,4819894,2342315,1027446,-4626424,-7166911,-9448656,-8968426,37.74,50.97,164.95,135.04,88.03,-2.43,1.08,4819893.93,11.97,-3.190422461243836,-11.499261624500887,11.21897900486186,-3.190422461243836,-7.409558698659557,34.48139490795179,4.677473518178044,15.724683563844955,-205.2958879522252,-74.37788436989273,-65.87309882539051,-41.26218112794394,0.867846301151009,2.2993443755315006,1.3939784767264995,0.0
648,금호전기,전기전자,A001210,12,2015,Annual,475649784.0,226047391.0,87747437,116462757,191216764.0,475649784.0,294648018.0,174050212,23987409,77373812,116890507,181001766.0,396261336.0,355915518.0,-12592949,1795906,667813,-56359653,-16556361,-12277451,27542018,38.05,51.82,162.79,136.19,89.82,-30.01,-3.18,-12592949.23,10.18,-7.762591005436614,-0.5012672402581297,-11.02781443125448,-7.762591005436614,-8.222427497207917,-32.602234657024866,-7.004098813438853,-11.4560945656626,-361.2702478519237,1118.2120142900867,131.01111483036414,29.93859655807132,0.8330947460285192,2.1892677886910783,1.3448634024071393,0.0
649,금호전기,전기전자,A001210,12,2016,Annual,460497632.0,233864332.0,90486747,114345043,198801642.0,460497632.0,300358357.0,226930891,41911206,95814956,66054334,160139275.0,415189782.0,364306744.0,7383106,1316321,505926,-17415921,23833276,-8128900,-12681664,34.78,50.97,187.56,146.57,87.74,-10.21,1.78,7383106.32,12.26,-3.1855689857729463,3.4580983064741444,3.9666386154301847,-3.1855689857729463,1.9380205028224573,30.38242722737965,-11.526125662221444,4.776758235125933,-158.6288882770827,-69.09860144099893,-243.952381806606,-33.79000250133354,0.9016111118677804,2.59267929119824,1.3823147327976628,0.0
650,금호전기,전기전자,A001210,12,2017,Annual,409873260.0,203693435.0,64604828,104022416,189706748.0,409873260.0,271611242.0,197635060,28545186,94214446,71607863,138262018.0,101392287.0,82949723.0,-7745770,708818,527820,-20183319,14249521,-1498272,-11629923,33.73,54.15,196.45,160.52,81.81,-13.53,-7.64,-7745770.0,18.19,-10.9934054992057,-12.901025454364712,-4.574858591962738,-10.9934054992057,-9.57093895676091,-12.909582679953434,-13.661393808608157,-75.57929135163543,-204.91207900848235,15.890046814061677,-40.21165617349457,-81.56857631413844,0.2473747299348096,0.7333343492787731,0.3732993018013592,0.0
651,기신정기,기계,A092440,3,2011,Annual,204267235.0,126998255.0,25171893,18177494,73827367.0,204267235.0,11316095.0,10262132,3251225,0,0,192951140.0,100588757.0,75783555.0,16037096,0,67436,8545054,17496547,-25898763,-3741040,94.46,0.14,5.86,0.15,75.34,4.5,15.94,16037095.98,24.66,2.9215452254511387,9.721246836852826,-3.036967374643751,2.9215452254511387,-1.629814087472925,8.103781666458087,3.2015813587306763,3.9061799994607904,-1.80020450565177,-40.53598830406996,-14.373983816229686,61.14638041720364,0.4924370616756035,0.5213172464282927,8.888998987725007,0.0
652,기신정기,기계,A092440,3,2012,Annual,220712407.0,117738720.0,27360323,16097347,95740747.0,220712407.0,18946381.0,17187637,4459233,5000000,0,201766026.0,113782280.0,84629599.0,19200450,0,106491,16144408,26401995,-35558789,-1123200,91.42,2.27,9.39,2.48,74.38,8.18,16.87,19200450.06,25.62,8.050812456535184,-7.291072621430905,29.68191998503753,8.050812456535184,67.4286138460308,67.48602532105414,4.568454998503757,13.116299866395597,19.72522955527609,88.93277912579605,50.89831725082669,37.2991791152342,0.515522808828776,0.5639318088170107,6.005488858267972,0.0
653,기신정기,기계,A092440,3,2013,Annual,230626359.0,114933339.0,29568492,16117629,105996532.0,230626359.0,14271827.0,13246786,4447918,0,0,216354532.0,119141847.0,86943542.0,21588345,0,42598,19692368,26241799,-9112271,-10840000,93.81,0.0,6.6,0.0,72.97,9.42,18.12,21588344.85,27.03,4.491796421757122,-2.382717427198122,10.71203779097316,4.491796421757122,-24.67254300438696,-22.928404876132767,7.230407561280905,4.710370542759379,12.436661640742797,21.97640198389437,-0.6067571787662263,-74.37406825074947,0.5166011704672492,0.5506787673853765,8.34804450754623,0.0
654,기신정기,기계,A092440,3,2014,Annual,243973939.0,117897856.0,30217828,21999118,114124715.0,243973939.0,15144005.0,12481875,5199213,0,0,228829934.0,122691701.0,90522675.0,20750052,0,124805,18078959,17926403,-12799467,-5840000,93.79,0.0,6.62,0.0,73.78,8.12,16.91,20750052.23,26.22,5.787534459580135,2.579336009719513,7.668348055009955,5.787534459580135,6.111186745747399,-5.774313859980829,5.766184736079394,2.979519026593569,-3.883081357093376,-8.19306748685582,-31.687598857075304,40.46407311635048,0.5028885523711613,0.5361698046025745,8.101668019787368,0.0
655,기신정기,기계,A092440,3,2015,Annual,242279207.0,114501328.0,31416323,20119016,110197017.0,242279207.0,14354420.0,10860547,3733329,0,0,227924787.0,112914455.0,87978612.0,13146125,0,91087,3092936,16951346,4354547,-5840000,94.08,0.0,6.3,0.0,77.92,1.35,11.64,13146125.32,22.08,-0.6946364873831823,-2.880907350851236,-3.4415840600346748,-0.6946364873831823,-5.213845346723012,-12.989458715136948,-0.3955544557383006,-7.968954640216452,-36.64533949119742,-82.89206806652972,-5.439222804485655,-134.02131510632435,0.4660509517021822,0.4954022617996348,7.866180242740564,0.0
656,기신정기,기계,A092440,3,2016,Annual,235954859.0,114076058.0,30455399,16948808,107375104.0,235954859.0,13380004.0,10831989,3784828,0,0,222574855.0,107804655.0,83746843.0,10147395,0,84064,876984,17772885,-19218105,-4380000,94.33,0.0,6.01,0.0,77.68,0.39,9.41,10147395.34,22.32,-2.6103552501721694,-0.3714105394480693,-2.560788918632884,-2.6103552501721694,-6.78826452061455,-0.2629517647683821,-2.347235713332052,-4.525372770031966,-22.81075221785888,-71.6455820618338,4.846452901144249,-541.3341961861934,0.4568867768050498,0.4843523541776541,8.057146694425503,0.0
